"anio_hecho","mes_hecho","alcaldia_hecho","tipo_delito_mas_comun","cantidad_delito_mas_comun"
"2016","Septiembre","GUSTAVO A. MADERO","VIOLENCIA FAMILIAR","444"
"2017","Abril","GUSTAVO A. MADERO","VIOLENCIA FAMILIAR","510"
"2017","Agosto","GUSTAVO A. MADERO","VIOLENCIA FAMILIAR","522"
"2017","Diciembre","GUSTAVO A. MADERO","VIOLENCIA FAMILIAR","522"
"2017","Enero","GUSTAVO A. MADERO","VIOLENCIA FAMILIAR","474"
"2017","Febrero","GUSTAVO A. MADERO","VIOLENCIA FAMILIAR","408"
"2017","Julio","GUSTAVO A. MADERO","DENUNCIA DE HECHOS","495"
"2017","Junio","GUSTAVO A. MADERO","DENUNCIA DE HECHOS","651"
"2017","Marzo","GUSTAVO A. MADERO","VIOLENCIA FAMILIAR","465"
"2017","Mayo","GUSTAVO A. MADERO","DENUNCIA DE HECHOS","663"
"2017","Noviembre","GUSTAVO A. MADERO","VIOLENCIA FAMILIAR","486"
"2017","Octubre","GUSTAVO A. MADERO","VIOLENCIA FAMILIAR","594"
"2017","Septiembre","GUSTAVO A. MADERO","VIOLENCIA FAMILIAR","549"
"2018","Abril","GUSTAVO A. MADERO","VIOLENCIA FAMILIAR","594"
"2018","Agosto","GUSTAVO A. MADERO","VIOLENCIA FAMILIAR","498"
"2018","Diciembre","GUSTAVO A. MADERO","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","423"
"2018","Enero","GUSTAVO A. MADERO","ROBO DE OBJETOS","477"
"2018","Febrero","GUSTAVO A. MADERO","VIOLENCIA FAMILIAR","510"
"2018","Julio","GUSTAVO A. MADERO","VIOLENCIA FAMILIAR","540"
"2018","Junio","GUSTAVO A. MADERO","VIOLENCIA FAMILIAR","504"
"2018","Marzo","GUSTAVO A. MADERO","VIOLENCIA FAMILIAR","612"
"2018","Mayo","GUSTAVO A. MADERO","VIOLENCIA FAMILIAR","522"
"2018","Noviembre","GUSTAVO A. MADERO","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","576"
"2018","Octubre","GUSTAVO A. MADERO","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","615"
"2018","Septiembre","GUSTAVO A. MADERO","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","576"
"NA","NA","GUSTAVO A. MADERO","DENUNCIA DE HECHOS","6"
"2016","Abril","IZTACALCO","VIOLENCIA FAMILIAR","348"
"2016","Agosto","IZTACALCO","ROBO DE OBJETOS","249"
"2016","Diciembre","IZTACALCO","VIOLENCIA FAMILIAR","327"
"2016","Enero","IZTACALCO","VIOLENCIA FAMILIAR","273"
"2016","Febrero","IZTACALCO","VIOLENCIA FAMILIAR","255"
"2016","Julio","IZTACALCO","VIOLENCIA FAMILIAR","270"
"2016","Junio","IZTACALCO","VIOLENCIA FAMILIAR","297"
"2016","Marzo","IZTACALCO","VIOLENCIA FAMILIAR","360"
"2016","Mayo","IZTACALCO","VIOLENCIA FAMILIAR","348"
"2016","Noviembre","IZTACALCO","VIOLENCIA FAMILIAR","219"
"2016","Octubre","IZTACALCO","VIOLENCIA FAMILIAR","294"
"2016","Septiembre","IZTACALCO","VIOLENCIA FAMILIAR","288"
"2017","Abril","IZTACALCO","VIOLENCIA FAMILIAR","216"
